num:ID,nid,name,:LABEL,Count
CPM80,DI-HUANG-YIN-ZI,DI-HUANG-YIN-ZI,Chinese Patent Medicine,2
CPM81,DIAO-TENG-SAN,DIAO-TENG-SAN,Chinese Patent Medicine,1
CPM82,DIEMAILINGINJECTION,DIEMAILINGINJECTION,Chinese Patent Medicine,1
CPM83,DIHUANG (XJDH) DECOCTION,DIHUANG (XJDH) DECOCTION,Chinese Patent Medicine,1
CPM84,DI-HUANG-WAN,DI-HUANG-WAN,Chinese Patent Medicine,2
CPM85,DI-TAN DECOCTION,DI-TAN DECOCTION,Chinese Patent Medicine,1
CPM86,DU-HUO-JI-SHENG-TANG,DU-HUO-JI-SHENG-TANG,Chinese Patent Medicine,1
CPM87,DZSMCAPSULE,DZSMCAPSULE,Chinese Patent Medicine,1
CPM88,DZXXINJECTION,DZXXINJECTION,Chinese Patent Medicine,2
CPM89,EARTHWORMPOWDER,EARTHWORMPOWDER,Chinese Patent Medicine,1
CPM90,EMBOLUSINJECTION,EMBOLUSINJECTION,Chinese Patent Medicine,1
CPM91,FENGYIN DECOCTION,FENGYIN DECOCTION,Chinese Patent Medicine,1
CPM92,FLEABANEINJECTION,FLEABANEINJECTION,Chinese Patent Medicine,1
CPM93,FUFANGDANSHENINJECTION,FUFANGDANSHENINJECTION,Chinese Patent Medicine,1
CPM94,FUJIANTABLET,FUJIANTABLET,Chinese Patent Medicine,1
CPM95,FU-LING-WAN,FU-LING-WAN,Chinese Patent Medicine,2
CPM96,FUYUAN XINGNAO DECOCTION,FUYUAN XINGNAO DECOCTION,Chinese Patent Medicine,1
CPM97,FUYUANXINGNAODECOCTION,FUYUANXINGNAODECOCTION,Chinese Patent Medicine,1
CPM98,FUZHENGINJECTION,FUZHENGINJECTION,Chinese Patent Medicine,3
CPM99,GAN-CAO-TANG,GAN-CAO-TANG,Chinese Patent Medicine,3
CPM100,GARLICPOWDER,GARLICPOWDER,Chinese Patent Medicine,2
CPM101,GE-GEN-TANG,GE-GEN-TANG,Chinese Patent Medicine,1
CPM102,GINATONINJECTION,GINATONINJECTION,Chinese Patent Medicine,1
CPM103,GINKGOLEAFTABLET,GINKGOLEAFTABLET,Chinese Patent Medicine,1
CPM104,GINKGOLIDESINJECTION,GINKGOLIDESINJECTION,Chinese Patent Medicine,1
CPM105,GINSENG-ACONITE DECOCTION,GINSENG-ACONITE DECOCTION,Chinese Patent Medicine,1
CPM106,GMDZ DECOCTION,GMDZ DECOCTION,Chinese Patent Medicine,1
CPM107,GOU-TENG-YIN,GOU-TENG-YIN,Chinese Patent Medicine,2
CPM108,GOU-TENG-SAN,GOU-TENG-SAN,Chinese Patent Medicine,1
CPM109,GUALOUGUIZHI DECOCTION,GUALOUGUIZHI DECOCTION,Chinese Patent Medicine,10
CPM110,GUALOU GUIZHI DECOCTION,GUANMAITONGTABLET,Chinese Patent Medicine,1
CPM111,GUANMAITONGTABLET,GUANXINNINGTABLET,Chinese Patent Medicine,1
CPM112,GUANXINNINGTABLET,GUEICHIHFULING-WAN,Chinese Patent Medicine,*
CPM113,GUEICHIHFULING-WAN,GUHONGINJECTION,Chinese Patent Medicine,2
CPM114,GUHONGINJECTION,GUHPOONGCHUNGSIMHWAN,Chinese Patent Medicine,1
CPM115,GUHPOONGCHUNGSIMHWAN,GUI ZHI DECOCTION,Chinese Patent Medicine,6
CPM116,GUI ZHI DECOCTION,GUI-ZHI-TANG,Chinese Patent Medicine,1
CPM117,GUI-ZHI-TANG,GUI-ZHI-FU-LING-WAN,Chinese Patent Medicine,1
CPM118,GUI-ZHI-FU-LING-WAN(ETCM),HABM-SCINJECTION,Chinese Patent Medicine,1
CPM119,HABM-SCINJECTION,HADINJECTION,Chinese Patent Medicine,1
CPM120,HADINJECTION,HA-MNCINJECTION,Chinese Patent Medicine,1
CPM121,HA-MNCINJECTION,HE-QI-YIN,Chinese Patent Medicine,1
CPM122,HE-QI-YIN,HERBALPOWDER,Chinese Patent Medicine,1
CPM123,HERBALPOWDER,HLJDT DECOCTION,Chinese Patent Medicine,1
CPM124,HLJDT DECOCTION,HOUSHIHEISAN,Chinese Patent Medicine,3
CPM125,HOUSHIHEISAN,HUAN WU DECOCTION,Chinese Patent Medicine,1
CPM126,HUAN WU DECOCTION,HUANCONGDANCAPSULE,Chinese Patent Medicine,1
CPM127,HUANCONGDANCAPSULE,HUANG-LIAN-JIE-DU-TANG,Chinese Patent Medicine,9
CPM128,HUANG-LIAN-JIE-DU-TANG,HUANGLIANJIEDU DECOCTION,Chinese Patent Medicine,*
CPM129,HUANGLIANJIEDU DECOCTION,HUANGQIINJECTION,Chinese Patent Medicine,1
CPM130,HUANGQIINJECTION,HUATAN TONGLUO DECOCTION,Chinese Patent Medicine,1
CPM131,HUATAN TONGLUO DECOCTION,HUOLUOTONGNAOTABLET,Chinese Patent Medicine,2
CPM132,HUOLUOTONGNAOTABLET,HUOXUE TONGLUO DECOCTION,Chinese Patent Medicine,1
CPM133,HUOXUE TONGLUO DECOCTION,HWANGRYUNHAEDOK-TANG,Chinese Patent Medicine,1
CPM134,HWANGRYUNHAEDOK-TANG,HYDRODYNAMICINJECTION,Chinese Patent Medicine,1
CPM135,HYDRODYNAMICINJECTION,JIA-WEI-XIAO-YAO-SAN,Chinese Patent Medicine,1
CPM136,JIA-WEI-XIAO-YAO-SAN,JIE-DU-TANG,Chinese Patent Medicine,9
CPM137,JIE-DU-TANG,JIEYU HUOXUE DECOCTION,Chinese Patent Medicine,1
CPM138,JIEYU HUOXUE DECOCTION,JIE-YU-SAN,Chinese Patent Medicine,1
CPM139,JIE-YU-SAN,JIJI DECOCTION,Chinese Patent Medicine,1
CPM140,JIJI DECOCTION,JI-SHENG-TANG,Chinese Patent Medicine,1
CPM141,JI-SHENG-TANG,KAINJECTION,Chinese Patent Medicine,1
CPM142,KAINJECTION,KAINATEINJECTION,Chinese Patent Medicine,2
CPM143,KAINATEINJECTION,KANGKEINJECTION,Chinese Patent Medicine,1
CPM144,KANGKEINJECTION,KANGNAOSHUANCAPSULE,Chinese Patent Medicine,1
CPM145,KANGNAOSHUANCAPSULE,KDZINJECTION,Chinese Patent Medicine,1
CPM146,KDZINJECTION,KUDIEZIINJECTION,Chinese Patent Medicine,10
CPM147,KUDIEZIINJECTION,LI-KE-TANG,Chinese Patent Medicine,1
CPM148,LI-KE-TANG,LIU-WEI-DI-HUANG-WAN,Chinese Patent Medicine,2
CPM149,LIU-WEI-DI-HUANG-WAN(ETCM),LMWHINJECTION,Chinese Patent Medicine,1
CPM150,LMWHINJECTION,LONG-DAN-XIE-GAN-TANG,Chinese Patent Medicine,1
CPM151,LONG-DAN-XIE-GAN-TANG,LONGXUETONGLUOCAPSULE,Chinese Patent Medicine,4
CPM152,LONGXUETONGLUOCAPSULE,LONG-ZHI DECOCTION,Chinese Patent Medicine,1
CPM153,LONG-ZHI DECOCTION,MA-HUANG-TANG,Chinese Patent Medicine,1
CPM154,MA-HUANG-TANG,MA-ZI-REN-WAN,Chinese Patent Medicine,1
CPM155,MA-ZI-REN-WAN,MAILUONINGINJECTION,Chinese Patent Medicine,1
CPM156,MAILUONINGINJECTION,MAI-MEN-DONG-TANG,Chinese Patent Medicine,1
CPM157,MAI-MEN-DONG-TANG,MAIXUEKANGCAPSULE,Chinese Patent Medicine,1
CPM158,MAIXUEKANGCAPSULE,MODIFIED GMDZ DECOCTION,Chinese Patent Medicine,1
CPM159,MODIFIED GMDZ DECOCTION,MU-LI-TANG,Chinese Patent Medicine,4
CPM160,MU-LI-TANG,NAO'ANCAPSULE,Chinese Patent Medicine,1
CPM161,NAO'ANCAPSULE,NAO-ANCAPSULE,Chinese Patent Medicine,1
CPM162,NAO-ANCAPSULE,NAO-DE-SHENG DECOCTION,Chinese Patent Medicine,1
CPM163,NAO-DE-SHENG DECOCTION,NAOLUOXINTONG DECOCTION,Chinese Patent Medicine,1
CPM164,NAOLUOXINTONG DECOCTION,NAOSHUANTONGCAPSULE,Chinese Patent Medicine,5
CPM165,NAOSHUANTONGCAPSULE,NAOXINTONGCAPSULE,Chinese Patent Medicine,12
CPM166,NAOXINTONGCAPSULE,NEEDLEINJECTION,Chinese Patent Medicine,1
CPM167,NEEDLEINJECTION,NEUN-DOUBLE-STAINING.INJECTION,Chinese Patent Medicine,1
CPM168,NEUN-DOUBLE-STAINING.INJECTION,NEURAXIALINJECTION,Chinese Patent Medicine,1
CPM169,NEURAXIALINJECTION,NGFINJECTION,Chinese Patent Medicine,1
CPM170,NGFINJECTION,NITROLINGUALINJECTION,Chinese Patent Medicine,1
CPM171,NITROLINGUALINJECTION,NIU-HUANG-WAN,Chinese Patent Medicine,3
CPM172,NIU-HUANG-WAN,NOINJECTION,Chinese Patent Medicine,1
CPM173,NOINJECTION,NON-APPROVEDINJECTION,Chinese Patent Medicine,1
CPM174,NON-APPROVEDINJECTION,NPCINJECTION,Chinese Patent Medicine,1
CPM175,NPCINJECTION,NRG1ΒINJECTION,Chinese Patent Medicine,1
CPM176,NRG1ΒINJECTION,NUANXINCAPSULE,Chinese Patent Medicine,1
CPM177,NUANXINCAPSULE,ORAL CHINESE DECOCTION,Chinese Patent Medicine,1
CPM178,ORAL CHINESE DECOCTION,OYAKSUNGISAN,Chinese Patent Medicine,1
CPM179,OYAKSUNGISAN,OYAKSUNGI-SAN,Chinese Patent Medicine,1
CPM180,OYAKSUNGI-SAN,PEIYUANTONGNAOCAPSULE,Chinese Patent Medicine,1
CPM181,PEIYUANTONGNAOCAPSULE,PERCUTANEOUSINJECTION,Chinese Patent Medicine,1
CPM182,PERCUTANEOUSINJECTION,PERISPINALINJECTION,Chinese Patent Medicine,1
CPM183,PERISPINALINJECTION,PERITONEALINJECTION,Chinese Patent Medicine,1
CPM184,PERITONEALINJECTION,PHERETIMA ASPERGILLUM DECOCTION,Chinese Patent Medicine,1
CPM185,PHERETIMA ASPERGILLUM DECOCTION,PHOSPHATEINJECTION,Chinese Patent Medicine,1
CPM186,PHOSPHATEINJECTION,PIANTANCAPSULE,Chinese Patent Medicine,2
CPM187,PIANTANCAPSULE,PINGYUCAPSULE,Chinese Patent Medicine,1
CPM188,PINGYUCAPSULE,PSR DECOCTION,Chinese Patent Medicine,1
CPM189,PSR DECOCTION,QING-FEI-TANG,Chinese Patent Medicine,1
CPM190,QING-FEI-TANG,QINGKAILINGINJECTION,Chinese Patent Medicine,1
CPM191,QINGKAILINGINJECTION,QI-SHI-WAN,Chinese Patent Medicine,1
CPM192,QI-SHI-WAN,QKLINJECTION,Chinese Patent Medicine,1
CPM193,QKLINJECTION,QSDCMM DECOCTION,Chinese Patent Medicine,1
CPM194,QSDCMM DECOCTION,QUSHUANLINGCAPSULE,Chinese Patent Medicine,1
CPM195,QUSHUANLINGCAPSULE,REDUOHANXIAO-TANG,Chinese Patent Medicine,1
CPM196,REDUOHANXIAO-TANG,REN-SHEN-TANG,Chinese Patent Medicine,1
CPM197,REN-SHEN-TANG,RHUBARB DECOCTION,Chinese Patent Medicine,1
CPM198,RHUBARB DECOCTION,SAILUOTONGCAPSULE,Chinese Patent Medicine,4
CPM199,SAILUOTONGCAPSULE,SANCHITONGSHUCAPSULE,Chinese Patent Medicine,1
CPM200,SANCHITONGSHUCAPSULE,SANHUANGXIEXIN DECOCTION,Chinese Patent Medicine,*
CPM201,SANHUANGXIEXIN DECOCTION,SAN-SHENG-SAN,Chinese Patent Medicine,1
CPM202,SAN-SHENG-SAN,SASKATCHEWAN,Chinese Patent Medicine,5
CPM203,SASKATCHEWAN,SELECTIVEINJECTION,Chinese Patent Medicine,1
CPM204,SELECTIVEINJECTION,SHAOYAOGANCAO DECOCTION,Chinese Patent Medicine,*
CPM205,SHAOYAOGANCAO DECOCTION,SHAO-YAO-GAN-CAO-TANG,Chinese Patent Medicine,2
CPM206,SHAO-YAO-GAN-CAO-TANG,SHAO-YAO-SAN,Chinese Patent Medicine,1
CPM207,SHAO-YAO-SAN,SHENFUINJECTION,Chinese Patent Medicine,4
CPM208,SHENFUINJECTION,SHENG-MAI-SAN,Chinese Patent Medicine,10
CPM209,SHENG-MAI-SAN,SHENG YU DECOCTION,Chinese Patent Medicine,1
CPM210,SHENG YU DECOCTION,SHENGMAICAPSULE,Chinese Patent Medicine,7
CPM211,SHENGMAICAPSULE,SHENGMAIINJECTION,Chinese Patent Medicine,4
CPM212,SHENGMAIINJECTION,SHENG-TANG,Chinese Patent Medicine,2
CPM213,SHENG-TANG,SHEN-GUI-SAN,Chinese Patent Medicine,1
CPM214,SHEN-GUI-SAN,SHENGYU DECOCTION,Chinese Patent Medicine,1
CPM215,SHENGYU DECOCTION,SHENMAIINJECTION,Chinese Patent Medicine,6
CPM216,SHENMAIINJECTION,SHENMAYIZHI DECOCTION,Chinese Patent Medicine,1
CPM217,SHENMAYIZHI DECOCTION,SHENQICAPSULE,Chinese Patent Medicine,1
CPM218,SHENQICAPSULE,SHENTANG,Chinese Patent Medicine,1
CPM219,SHENTANG,SHEXIANGINJECTION,Chinese Patent Medicine,1
CPM220,SHEXIANGINJECTION,SHI-QUAN-DA-BU-TANG,Chinese Patent Medicine,1
CPM221,SHI-QUAN-DA-BU-TANG,SHU-GAN-SAN,Chinese Patent Medicine,1
CPM222,SHU-GAN-SAN,SHUANG-HE-TANG,Chinese Patent Medicine,1
CPM223,SHUANG-HE-TANG,SHUTONGCAPSULE,Chinese Patent Medicine,2
CPM224,SHUTONGCAPSULE,SHUXUENINGINJECTION,Chinese Patent Medicine,5
CPM225,SHUXUENINGINJECTION,SHUXUETONGINJECTION,Chinese Patent Medicine,5
CPM226,SHUXUETONGINJECTION,SI-NI-SAN,Chinese Patent Medicine,1
CPM227,SI-NI-SAN(ETCM),SI WU DECOCTION,Chinese Patent Medicine,1
CPM228,SI WU DECOCTION,SI-WU-TANG,Chinese Patent Medicine,2
CPM229,SI-WU-TANG,SIHOGAYONGGOLMORYEO-TANG,Chinese Patent Medicine,2
CPM230,SIHOGAYONGGOLMORYEO-TANG,SIJUNZI DECOCTION,Chinese Patent Medicine,1
CPM231,SIJUNZI DECOCTION,SOPUNGTANG,Chinese Patent Medicine,1
CPM232,SOPUNGTANG,STZINJECTION,Chinese Patent Medicine,1
CPM233,STZINJECTION,SU-HE-XIANG-WAN,Chinese Patent Medicine,3
CPM234,SU-HE-XIANG-WAN,SUPPLEMENTED ZHENWU DECOCTION,Chinese Patent Medicine,1
CPM235,SUPPLEMENTED ZHENWU DECOCTION,TAN TONGLUO DECOCTION,Chinese Patent Medicine,1
CPM236,TAN TONGLUO DECOCTION,TAO-REN-CHENG-QI-TANG,Chinese Patent Medicine,2
CPM237,TAO-REN-CHENG-QI-TANG,TESTED GMDZ DECOCTION,Chinese Patent Medicine,1
CPM238,TESTED GMDZ DECOCTION,THAT GMDZ DECOCTION,Chinese Patent Medicine,1
CPM239,THAT GMDZ DECOCTION,TIANBAOKANGINJECTION,Chinese Patent Medicine,1
CPM240,TIANBAOKANGINJECTION,TIANMA GOUTENG DECOCTION,Chinese Patent Medicine,1
CPM241,TIANMA GOUTENG DECOCTION,TIAN-MA-GOU-TENG-YIN,Chinese Patent Medicine,2
CPM242,TIAN-MA-GOU-TENG-YIN,TONG GUAN DECOCTION,Chinese Patent Medicine,1
CPM243,TONG GUAN DECOCTION,TONGGUANCAPSULE,Chinese Patent Medicine,1
CPM244,TONGGUANCAPSULE,TONGLUOCAPSULE,Chinese Patent Medicine,1
CPM245,TONGLUOCAPSULE,TONGQIAO HUASHUAN DECOCTION,Chinese Patent Medicine,1
CPM246,TONGQIAO HUASHUAN DECOCTION,TONGSHUCAPSULE,Chinese Patent Medicine,2
CPM247,TONGSHUCAPSULE,TONGXINLUOCAPSULE,Chinese Patent Medicine,9
CPM248,TONGXINLUOCAPSULE,TONGXUEWAN,Chinese Patent Medicine,1
CPM249,TONGXUEWAN,WEI-SHENG-TANG,Chinese Patent Medicine,1
CPM250,WEI-SHENG-TANG,WEN DAN DECOCTION,Chinese Patent Medicine,1
CPM251,WEN DAN DECOCTION,WULINGCAPSULE,Chinese Patent Medicine,5
CPM252,WULINGCAPSULE,WULINGPOWDER,Chinese Patent Medicine,1
CPM253,WULINGPOWDER,WULING POWDER DECOCTION,Chinese Patent Medicine,*
CPM254,WULING POWDER DECOCTION,WU-LONG-DAN,Chinese Patent Medicine,1
CPM255,WU-LONG-DAN,XIANGDANINJECTION,Chinese Patent Medicine,1
CPM256,XIANGDANINJECTION,XIAOXUMING DECOCTION,Chinese Patent Medicine,5
CPM257,XIAOXUMING DECOCTION,XIAO-YAO-SAN,Chinese Patent Medicine,1
CPM258,XIAO-YAO-SAN,XIE-GAN-TANG,Chinese Patent Medicine,1
CPM259,XIE-GAN-TANG,XIEBAIGUIZHI DECOCTION,Chinese Patent Medicine,*
CPM260,XIEBAIGUIZHI DECOCTION,XIE-XIN-TANG,Chinese Patent Medicine,1
CPM261,XIE-XIN-TANG,XI-FEN-WAN,Chinese Patent Medicine,1
CPM262,XI-FEN-WAN,XIFENWANTABLET,Chinese Patent Medicine,1
CPM263,XIFENWANTABLET,XIJIAO DIHUANG DECOCTION,Chinese Patent Medicine,2
CPM264,XIJIAO DIHUANG DECOCTION,XINFENGCAPSULE,Chinese Patent Medicine,1
CPM265,XINFENGCAPSULE,XINGLOU CHENGQI DECOCTION,Chinese Patent Medicine,1
CPM266,XINGLOU CHENGQI DECOCTION,XINGNAOCAPSULE,Chinese Patent Medicine,1
CPM267,XINGNAOCAPSULE,XINGNAOJINGINJECTION,Chinese Patent Medicine,11
CPM268,XINGNAOJINGINJECTION,XINLUOCAPSULE,Chinese Patent Medicine,1
CPM269,XINLUOCAPSULE,XINMAININGTABLET,Chinese Patent Medicine,1
CPM270,XINMAININGTABLET,XINYUECAPSULE,Chinese Patent Medicine,3
CPM271,XINYUECAPSULE,XIONGQININJECTION,Chinese Patent Medicine,2
CPM272,XIONGQININJECTION,XIXININJECTION,Chinese Patent Medicine,3
CPM273,XIXININJECTION,XUEBIJINGINJECTION,Chinese Patent Medicine,5
CPM274,XUEBIJINGINJECTION,XUEFU ZHUYU DECOCTION,Chinese Patent Medicine,1
CPM275,XUEFU ZHUYU DECOCTION,XUEFUZHUYU DECOCTION,Chinese Patent Medicine,1
CPM276,XUEFUZHUYU DECOCTION,XUESAITONGCAPSULE,Chinese Patent Medicine,3
CPM277,XUESAITONGCAPSULE,XUESAITONGINJECTION,Chinese Patent Medicine,1
CPM278,XUESAITONGINJECTION,XUESHUAITONGINJECTION,Chinese Patent Medicine,*
CPM279,XUESHUAITONGINJECTION,XUESHUANTONGINJECTION,Chinese Patent Medicine,4
CPM280,XUESHUANTONGINJECTION,YANGKYUK-SANHWA-TANG,Chinese Patent Medicine,2
CPM281,YANGKYUK-SANHWA-TANG,YCWCAPSULE,Chinese Patent Medicine,1
CPM282,YCWCAPSULE,YIQITONGLUOCAPSULE,Chinese Patent Medicine,1
CPM283,YIQITONGLUOCAPSULE,YIQITONGLUOJIEDUCAPSULE,Chinese Patent Medicine,1
CPM284,YIQITONGLUOJIEDUCAPSULE,YIQITONGLUOJIEYUCAPSULE,Chinese Patent Medicine,2
CPM285,YIQITONGLUOJIEYUCAPSULE,YISHEN JIEJING DECOCTION,Chinese Patent Medicine,1
CPM286,YISHEN JIEJING DECOCTION,YU-QUAN-WAN,Chinese Patent Medicine,1
CPM287,YU-QUAN-WAN(ETCM),ZAO (GMDZ) DECOCTION,Chinese Patent Medicine,1
CPM288,ZAO (GMDZ) DECOCTION,ZENG-SUN-SI-WU-TANG,Chinese Patent Medicine,1
CPM289,ZENG-SUN-SI-WU-TANG,ZHEN-WU-TANG,Chinese Patent Medicine,1
CPM290,ZHEN-WU-TANG,ZHENGAN XIFENG DECOCTION,Chinese Patent Medicine,1
CPM291,ZHENGAN XIFENG DECOCTION,ZHENYUANCAPSULE,Chinese Patent Medicine,1
CPM292,ZHENYUANCAPSULE,ZHI-GAN-CAO-TANG,Chinese Patent Medicine,1
CPM293,ZHI-GAN-CAO-TANG,ZHI-MU-TANG,Chinese Patent Medicine,1
CPM294,ZHI-MU-TANG,ZHU-YU-TANG,Chinese Patent Medicine,2
