HAN-SAN-QI	GeneID:1652	0 @@PMID: 16114092 #En1: Radix Notoginseng #En2: DDT *KeyWords: null	 count:1
HANG-SHAO	GeneID:173	0 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/1 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/2 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/3 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/4 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/5 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/6 @@PMID: 25784949 #En1: radix paeoniae alba #En2: alba *KeyWords: null/7 @@PMID: 25784949 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/8 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/9 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/10 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: absorbed/11 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/12 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/13 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/14 @@PMID: 28868875 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/15 @@PMID: 28868875 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/16 @@PMID: 18453201 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/17 @@PMID: 18453201 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/18 @@PMID: 18453201 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/19 @@PMID: 20707075 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/20 @@PMID: 20707075 #En1: Radix Paeoniae Alba #En2: Alba and 1"-9 *KeyWords: null/21 @@PMID: 30028337 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/22 @@PMID: 31461974 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/23 @@PMID: 32140855 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/24 @@PMID: 32140855 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/25 @@PMID: 32140855 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/26 @@PMID: 28085537 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/27 @@PMID: 28085537 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/28 @@PMID: 21077251 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/29 @@PMID: 21077251 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/30 @@PMID: 21077251 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/31 @@PMID: 26421050 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/32 @@PMID: 25042570 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/33 @@PMID: 25042570 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/34 @@PMID: 23831700 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/35 @@PMID: 23867078 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/36 @@PMID: 25422552 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/37 @@PMID: 27626411 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/38 @@PMID: 23023341 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/39 @@PMID: 25011060 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/40 @@PMID: 25011060 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/41 @@PMID: 15790107 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/42 @@PMID: 15790107 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/43 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/44 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/45 @@PMID: 25113615 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/46 @@PMID: 25113615 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/47 @@PMID: 26747055 #En1: radix paeoniae alba #En2: alba *KeyWords: null/48 @@PMID: 26747055 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/49 @@PMID: 26747055 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/50 @@PMID: 31790818 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/51 @@PMID: 27633311 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: roots/52 @@PMID: 17087079 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/53 @@PMID: 17087079 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/54 @@PMID: 17087079 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/55 @@PMID: 17087079 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: controlled/56 @@PMID: 29200734 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/57 @@PMID: 19747436 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/58 @@PMID: 19747436 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/59 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/60 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/61 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/62 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/63 @@PMID: 26412429 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/64 @@PMID: 17518052 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/65 @@PMID: 22366432 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/66 @@PMID: 2364464 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/67 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: Alba *KeyWords: null/68 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: Alba *KeyWords: null/69 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: Alba *KeyWords: null/70 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: Alba *KeyWords: described/71 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: Alba *KeyWords: effective/72 @@PMID: 19460686 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/73 @@PMID: 19460686 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/74 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/75 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/76 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/77 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/78 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/79 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/80 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/81 @@PMID: 23967634 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/82 @@PMID: 28730733 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/83 @@PMID: 28730733 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/84 @@PMID: 23060699 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/85 @@PMID: 23060699 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/86 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/87 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/88 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: Alba *KeyWords: null/89 @@PMID: 30144752 #En1: white peony root #En2: Alba *KeyWords: null	 count:90
HANG-SHAO	GeneID:7263	0 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: TST *KeyWords: carried/1 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: TST *KeyWords: decreased	 count:2
HANG-SHAO	10090	0 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: mouse *KeyWords: carried/1 @@PMID: 27619541 #En1: Radix Paeoniae Alba #En2: mice *KeyWords: decreased/2 @@PMID: 30672382 #En1: Radix Paeoniae Alba #En2: Mice *KeyWords: Focusing/3 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: null/4 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: null/5 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: compare/6 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: null/7 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: gavaged/8 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: described/9 @@PMID: 24731420 #En1: Radix paeoniae Alba #En2: mice *KeyWords: effective/10 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: mice *KeyWords: null/11 @@PMID: 28730733 #En1: Radix Paeoniae Alba #En2: Mice *KeyWords: null	 count:12
HANG-SHAO	10116	0 @@PMID: 25784949 #En1: radix paeoniae alba #En2: rats *KeyWords: null/1 @@PMID: 25784949 #En1: radix paeoniae alba #En2: rats *KeyWords: induced/2 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: null/3 @@PMID: 18424022 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: null/4 @@PMID: 28085537 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/5 @@PMID: 21077251 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/6 @@PMID: 21077251 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/7 @@PMID: 25042570 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: null/8 @@PMID: 23831700 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/9 @@PMID: 23388327 #En1: radix paeoniae alba #En2: rats *KeyWords: null/10 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: Rats *KeyWords: null/11 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: constrct/12 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/13 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: null/14 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: null/15 @@PMID: 24348792 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: absorbed/16 @@PMID: 21710730 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: null/17 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: couple/18 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: rat *KeyWords: applied/19 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: rats *KeyWords: administrated/20 @@PMID: 31558860 #En1: white peony root #En2: rats *KeyWords: null/21 @@PMID: 31558860 #En1: white peony root #En2: rats *KeyWords: null	 count:22
HANG-SHAO	GeneID:61186117	0 @@PMID: 25784949 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/1 @@PMID: 30672382 #En1: Radix paeoniae alba #En2: RPA *KeyWords: null/2 @@PMID: 28085537 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/3 @@PMID: 26421050 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/4 @@PMID: 25042570 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/5 @@PMID: 25011060 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/6 @@PMID: 17518052 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/7 @@PMID: 28730733 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/8 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null	 count:9
HANG-SHAO	GeneID:6117	0 @@PMID: 25784949 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/1 @@PMID: 30672382 #En1: Radix paeoniae alba #En2: RPA *KeyWords: null/2 @@PMID: 28085537 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/3 @@PMID: 26421050 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/4 @@PMID: 25042570 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/5 @@PMID: 25011060 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/6 @@PMID: 17518052 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/7 @@PMID: 28730733 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null/8 @@PMID: 24927419 #En1: Radix Paeoniae Alba #En2: RPA *KeyWords: null	 count:9
HANG-SHAO	3760	0 @@PMID: 28868875 #En1: Radix Paeoniae Alba #En2: Prunus persica *KeyWords: null/1 @@PMID: 22500396 #En1: white peony root #En2: peach *KeyWords: showed	 count:2
HANG-SHAO	38654	0 @@PMID: 28868875 #En1: Radix Paeoniae Alba #En2: A. sinensis *KeyWords: null	 count:1
HANG-SHAO	435	0 @@PMID: 28469657 #En1: radix paeoniae alba #En2: bacillus aceticus *KeyWords: fermented	 count:1
HANG-SHAO	GeneID:2099	0 @@PMID: 30672382 #En1: Radix Paeoniae Alba #En2: Estrogen-Estrogen Receptor *KeyWords: Focusing	 count:1
HANG-SHAO	9606	0 @@PMID: 30338648 #En1: Radix Paeoniae Alba #En2: patients *KeyWords: null/1 @@PMID: 26421050 #En1: Radix Paeoniae Alba #En2: HeLa *KeyWords: inhibited/2 @@PMID: 23469594 #En1: Radix Paeoniae alba #En2: Patients *KeyWords: null/3 @@PMID: 19747436 #En1: Radix Paeoniae Alba #En2: patients *KeyWords: high/4 @@PMID: 27323613 #En1: Radix Paeoniae alba #En2: patients *KeyWords: reduce/5 @@PMID: 26237980 #En1: Radix Paeoniae Alba #En2: patients *KeyWords: null/6 @@PMID: 21485073 #En1: white peony root #En2: patients *KeyWords: Fructus	 count:7
HANG-SHAO	GeneID:780904	0 @@PMID: 30338648 #En1: Radix Paeoniae Alba #En2: pSS *KeyWords: null	 count:1
HANG-SHAO	GeneID:7047	0 @@PMID: 30338648 #En1: Radix Paeoniae Alba #En2: TGP *KeyWords: null/1 @@PMID: 23388327 #En1: radix paeoniae alba #En2: TGP *KeyWords: null	 count:2
HANG-SHAO	GeneID:2175	0 @@PMID: 26421050 #En1: Radix Paeoniae Alba #En2: FAA *KeyWords: null	 count:1
HANG-SHAO	GeneID:55955594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:2048	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:20485594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:559855955594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:5594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:204855955594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:559520485594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:56045605559520400000	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:5604560555955590	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:56062048559556000000	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:56042048560555900000	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:560455955594	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: ERK *KeyWords: better	 count:1
HANG-SHAO	GeneID:1385	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: CREB *KeyWords: better	 count:1
HANG-SHAO	GeneID:627	0 @@PMID: 29201187 #En1: Radix Paeoniae Alba #En2: BDNF *KeyWords: better	 count:1
HANG-SHAO	GeneID:80218	0 @@PMID: 25217704 #En1: Radix Paeoniae Alba #En2: San *KeyWords: null/1 @@PMID: 10453576 #En1: white Peony Root #En2: San *KeyWords: null	 count:2
HANG-SHAO	GeneID:2811	0 @@PMID: 25217704 #En1: Radix Paeoniae Alba #En2: BSS *KeyWords: null	 count:1
HANG-SHAO	GeneID:5972	0 @@PMID: 22462235 #En1: Radix Paeoniae Alba #En2: Ren *KeyWords: null	 count:1
HANG-SHAO	4054	0 @@PMID: 29200734 #En1: Radix Paeoniae Alba #En2: Ginseng *KeyWords: null/1 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: ginseng *KeyWords: null/2 @@PMID: 10453576 #En1: white Peony Root #En2: Ginseng *KeyWords: null	 count:3
HANG-SHAO	GeneID:13941392	0 @@PMID: 29248448 #En1: Radix Paeoniae alba #En2: CRF *KeyWords: cause	 count:1
HANG-SHAO	GeneID:1392	0 @@PMID: 29248448 #En1: Radix Paeoniae alba #En2: CRF *KeyWords: cause	 count:1
HANG-SHAO	GeneID:13921394	0 @@PMID: 29248448 #En1: Radix Paeoniae alba #En2: CRF *KeyWords: cause	 count:1
HANG-SHAO	GeneID:139413921395	0 @@PMID: 29248448 #En1: Radix Paeoniae alba #En2: CRF *KeyWords: cause	 count:1
HANG-SHAO	GeneID:10882	0 @@PMID: 29248448 #En1: Radix Paeoniae alba #En2: CRF *KeyWords: cause	 count:1
HANG-SHAO	GeneID:5266	0 @@PMID: 17518052 #En1: Radix Paeoniae Alba #En2: ESI *KeyWords: null	 count:1
HANG-SHAO	GeneID:399694	0 @@PMID: 17518052 #En1: Radix Paeoniae Alba #En2: RALP *KeyWords: null	 count:1
HANG-SHAO	GeneID:94354360	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9433586	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:943	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9431432	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:94335861432	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9433576	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:94314323586	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9439466	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:6347943	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9433576112744	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9433586902111540000	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:94335863559	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:9438600	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
HANG-SHAO	GeneID:63479436352	0 @@PMID: 15518176 #En1: Radix Paeoniae alba #En2: cytokine *KeyWords: null	 count:1
CHI-SHAO	GeneID:79447	0 @@PMID: 16539851 #En1: Radix paeoniae rubra #En2: gas *KeyWords: null	 count:1
CHI-SHAO	GeneID:2520	0 @@PMID: 16539851 #En1: Radix paeoniae rubra #En2: gas *KeyWords: null	 count:1
CHI-SHAO	GeneID:2588	0 @@PMID: 16539851 #En1: Radix paeoniae rubra #En2: gas *KeyWords: null	 count:1
CHI-SHAO	GeneID:3680	0 @@PMID: 16539851 #En1: Radix paeoniae rubra #En2: RLC *KeyWords: null	 count:1
CHI-SHAO	GeneID:2137	0 @@PMID: 16539851 #En1: Radix paeoniae rubra #En2: RPR *KeyWords: null/1 @@PMID: 27446367 #En1: Radix Paeoniae Rubra #En2: RPR *KeyWords: null/2 @@PMID: 22543176 #En1: Radix Paeoniae Rubra #En2: RPR *KeyWords: null/3 @@PMID: 27521818 #En1: red peony root #En2: RPR *KeyWords: null/4 @@PMID: 25151277 #En1: red peony root #En2: RPR *KeyWords: null/5 @@PMID: 16025967 #En1: red peony root #En2: RPR *KeyWords: null	 count:6
